,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
21387,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
11838,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,"Science, Engineering, Technology",Black or African American alone,Male,low
8063,50-59,5,Married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
15810,25-29,2,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
3917,40-49,4,Separated,Less than 20,1,"Started College, No Diploma",6,private,Transport,Other,Female,low
4352,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
12552,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Female,low
6478,30-39,3,Married,More than 50,4,"Started High School, No Diploma",4,private,Sales,White alone,Male,low
12142,40-49,4,Married,20-39,2,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
15405,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
2523,50-59,5,Separated,More than 50,4,Doctorate Degree,10,governmental,Education,White alone,Male,high
7960,60-69,6,Widowed,40-49,3,"Started College, No Diploma",6,private,Finance/Accounting,White alone,Female,high
17154,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,White alone,Female,high
12276,40-49,4,Never married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
19797,50-59,5,Married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
4071,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,White alone,Female,low
19093,40-49,4,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
11191,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
4472,50-59,5,Married,20-39,2,Bachelor Degree,8,self employed,Management/Business,White alone,Male,low
4211,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,high
17541,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
19448,Older than 70,7,Married,Less than 20,1,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Male,high
16568,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
14080,40-49,4,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Male,low
9730,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
112,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
17769,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
8021,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
20150,40-49,4,Married,20-39,2,Middle School,3,self employed,Service/Hospitality,White alone,Female,low
13028,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
6818,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,Transport,Black or African American alone,Male,low
14171,Older than 70,7,Married,40-49,3,Bachelor Degree,8,private,Transport,White alone,Male,high
15372,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
14020,50-59,5,Never married,Less than 20,1,High School or GED Diploma,5,self employed,Transport,White alone,Male,low
11347,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Male,high
6418,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
1845,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
1518,25-29,2,Never married,20-39,2,High School or GED Diploma,5,self employed,Repair/Maintenance,White alone,Male,low
7628,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,governmental,Counseling/Mental Health Services,Black or African American alone,Female,low
14333,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Male,low
5760,50-59,5,Separated,More than 50,4,Associate Degree,7,private,Sales,White alone,Male,low
3250,40-49,4,Married,20-39,2,Bachelor Degree,8,self employed,Entertainment,Other,Female,low
10349,40-49,4,Separated,40-49,3,High School or GED Diploma,5,governmental,Transport,Black or African American alone,Male,low
16817,60-69,6,Widowed,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,high
18387,Older than 70,7,Widowed,Less than 20,1,"Started College, No Diploma",6,no paid work,Management/Business,Other,Female,low
16492,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
6841,40-49,4,Never married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Male,low
8979,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
5988,30-39,3,Married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Female,low
2426,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,self employed,Healthcare/Medical Services,White alone,Female,low
21973,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
16819,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
15749,50-59,5,Separated,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
19117,30-39,3,Separated,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Female,low
6287,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,high
11427,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,Service/Hospitality,Black or African American alone,Female,low
19429,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,high
19662,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
20316,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Male,high
12205,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
17654,25-29,2,Separated,40-49,3,Middle School,3,private,Management/Business,White alone,Female,low
17249,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
20508,25-29,2,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,low
12214,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Management/Business,White alone,Male,high
7126,50-59,5,Separated,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
18508,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
19868,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
2943,60-69,6,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
18259,25-29,2,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
17225,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,Legal Services,White alone,Female,low
20200,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
11683,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
8982,40-49,4,Married,40-49,3,Associate Degree,7,self employed,Healthcare/Medical Services,White alone,Female,low
5331,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,high
2845,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
12887,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,high
9073,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Male,low
19986,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
18787,25-29,2,Never married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,low
15812,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
15221,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
19019,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
92,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
1996,60-69,6,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
19620,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
15465,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Transport,White alone,Male,low
18261,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Transport,White alone,Male,low
9174,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
18814,30-39,3,Separated,More than 50,4,"Started High School, No Diploma",4,private,Management/Business,White alone,Male,low
2744,30-39,3,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
16453,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
5271,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
15622,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
11029,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
10291,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
11007,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
6737,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
2586,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
18735,30-39,3,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Finance/Accounting,Black or African American alone,Female,high
4965,40-49,4,Married,20-39,2,High School or GED Diploma,5,governmental,Office/Administrative Support,White alone,Female,low
10107,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
2625,50-59,5,Widowed,20-39,2,"Started College, No Diploma",6,governmental,Transport,White alone,Female,low
8167,Older than 70,7,Widowed,40-49,3,High School or GED Diploma,5,governmental,Service/Hospitality,White alone,Female,low
6345,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
13773,25-29,2,Married,20-39,2,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,low
10358,50-59,5,Married,40-49,3,Associate Degree,7,self employed,Management/Business,White alone,Female,low
7908,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
10716,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Healthcare/Medical Services,White alone,Female,high
11168,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
9068,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Entertainment,White alone,Male,low
21291,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,White alone,Female,low
18592,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
12362,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,high
12140,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,governmental,Service/Hospitality,Black or African American alone,Male,low
2289,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
6312,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
11884,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
8389,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,White alone,Male,high
17240,40-49,4,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,White alone,Male,high
13631,50-59,5,Separated,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,Black or African American alone,Male,high
2678,50-59,5,Married,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
18273,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Male,low
6447,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Finance/Accounting,Other,Male,high
21906,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
9585,40-49,4,Married,40-49,3,Doctorate Degree,10,governmental,Education,White alone,Male,high
4338,30-39,3,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
1483,Older than 70,7,Widowed,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
1506,25-29,2,Married,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
17475,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
11272,40-49,4,Separated,40-49,3,Bachelor Degree,8,governmental,Protective Services,White alone,Female,low
3223,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
11481,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
10507,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,low
12920,25-29,2,Married,20-39,2,Bachelor Degree,8,self employed,Office/Administrative Support,White alone,Female,low
21953,50-59,5,Widowed,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
8142,60-69,6,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
1885,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
18835,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Healthcare/Medical Services,White alone,Male,low
20287,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
345,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,governmental,Management/Business,Black or African American alone,Male,low
20510,50-59,5,Married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
1690,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
17371,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
3738,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Protective Services,Other,Female,low
14090,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,Black or African American alone,Male,low
15718,40-49,4,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
16509,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
11142,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
1676,50-59,5,Widowed,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
1172,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
17813,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,high
3441,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,high
3452,40-49,4,Married,More than 50,4,High School or GED Diploma,5,self employed,Service/Hospitality,Black or African American alone,Male,low
10233,Younger than 25,1,Married,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
7320,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
5216,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
13988,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
4882,25-29,2,Never married,40-49,3,Bachelor Degree,8,governmental,Management/Business,White alone,Female,low
3617,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,self employed,Management/Business,Black or African American alone,Female,low
8587,60-69,6,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Male,high
10147,60-69,6,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
5243,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
15750,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
21073,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,high
3908,60-69,6,Married,More than 50,4,Doctorate Degree,10,self employed,Sales,White alone,Male,high
17791,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
9798,30-39,3,Married,40-49,3,Associate Degree,7,governmental,Healthcare/Medical Services,White alone,Female,high
11,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
18862,50-59,5,Married,40-49,3,Associate Degree,7,private,Finance/Accounting,White alone,Female,high
17784,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,low
4028,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Sales,Other,Female,low
13839,30-39,3,Separated,40-49,3,No Elementary School,1,private,Transport,White alone,Female,low
10321,60-69,6,Married,Less than 20,1,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
9387,30-39,3,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Other,Female,low
15634,40-49,4,Widowed,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,Other,Female,low
12795,40-49,4,Married,More than 50,4,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
22041,50-59,5,Never married,40-49,3,High School or GED Diploma,5,governmental,Management/Business,Black or African American alone,Male,low
21717,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
15345,30-39,3,Never married,20-39,2,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
13785,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
14188,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
14300,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
20050,50-59,5,Married,20-39,2,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
6720,40-49,4,Separated,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
17697,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
17645,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Transport,White alone,Male,low
8293,Older than 70,7,Married,Less than 20,1,Bachelor Degree,8,no paid work,Transport,White alone,Male,low
9715,60-69,6,Separated,Less than 20,1,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
8024,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
15615,25-29,2,Never married,40-49,3,Associate Degree,7,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
14504,30-39,3,Married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
17350,30-39,3,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Female,low
12589,30-39,3,Married,40-49,3,"Started College, No Diploma",6,self employed,Entertainment,White alone,Female,low
8220,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
13629,30-39,3,Separated,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
150,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
7132,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Male,low
9046,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Legal Services,White alone,Female,high
6815,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
13727,60-69,6,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
22022,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,low
2450,60-69,6,Separated,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
15818,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
21551,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
1622,50-59,5,Married,40-49,3,Associate Degree,7,private,Sales,White alone,Male,low
17943,Older than 70,7,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
13996,60-69,6,Separated,Less than 20,1,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
3557,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Repair/Maintenance,Other,Male,low
10791,30-39,3,Never married,More than 50,4,High School or GED Diploma,5,private,"Farming, Fishing, Forestry",Other,Male,low
15144,Younger than 25,1,Married,40-49,3,Associate Degree,7,private,Transport,White alone,Male,low
1046,60-69,6,Separated,40-49,3,High School or GED Diploma,5,self employed,Repair/Maintenance,White alone,Male,low
17295,25-29,2,Never married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
20630,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
10413,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
8256,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
15427,60-69,6,Married,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
14574,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,low
14711,50-59,5,Widowed,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
5750,50-59,5,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
17434,40-49,4,Married,More than 50,4,Bachelor Degree,8,governmental,Transport,White alone,Male,high
8246,Younger than 25,1,Married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
10343,50-59,5,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Finance/Accounting,White alone,Male,high
6395,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
4920,40-49,4,Married,20-39,2,Master or other Degree Beyond Bachelor,9,self employed,Service/Hospitality,White alone,Female,low
14153,60-69,6,Widowed,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
6964,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,self employed,Entertainment,White alone,Female,low
17576,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,high
13191,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
11935,50-59,5,Separated,More than 50,4,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
15822,Younger than 25,1,Never married,Less than 20,1,Middle School,3,private,Transport,White alone,Male,low
59,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
18213,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Education,White alone,Female,low
5904,30-39,3,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,low
12623,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
10600,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
16624,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
14897,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
15048,60-69,6,Married,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,high
5043,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
8837,25-29,2,Never married,20-39,2,Elementary School,2,private,Service/Hospitality,Other,Female,low
21958,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
882,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
15195,30-39,3,Married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
13285,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,high
6829,50-59,5,Married,More than 50,4,High School or GED Diploma,5,self employed,Sales,White alone,Male,low
9144,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
6009,60-69,6,Married,Less than 20,1,Bachelor Degree,8,governmental,Education,White alone,Male,high
18327,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
20434,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
11677,40-49,4,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Female,low
4107,40-49,4,Married,More than 50,4,Associate Degree,7,private,Construction/Extraction,White alone,Female,high
4779,60-69,6,Married,40-49,3,High School or GED Diploma,5,self employed,Transport,White alone,Male,high
5770,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,governmental,Management/Business,White alone,Female,low
21063,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
886,30-39,3,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Male,high
1559,50-59,5,Married,40-49,3,"Started College, No Diploma",6,self employed,Sales,White alone,Male,high
10332,30-39,3,Separated,Less than 20,1,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Female,low
13588,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,high
7163,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
7759,50-59,5,Separated,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
22076,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
9445,60-69,6,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
11320,30-39,3,Separated,More than 50,4,"Started High School, No Diploma",4,private,Healthcare/Medical Services,White alone,Female,low
11533,30-39,3,Married,40-49,3,Middle School,3,private,Transport,White alone,Male,low
1875,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
22122,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Male,high
6649,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Transport,White alone,Female,low
12028,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Entertainment,White alone,Female,low
13112,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
1733,40-49,4,Separated,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,low
10245,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
20841,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
7100,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
